PRIMARY_KEY,STATE,YEAR,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
1990_ALABAMA,ALABAMA,1990,,253.0,,
1990_ALASKA,ALASKA,1990,,,,
1990_ARIZONA,ARIZONA,1990,,260.0,,
1990_ARKANSAS,ARKANSAS,1990,,256.0,,
1990_CALIFORNIA,CALIFORNIA,1990,,256.0,,
1990_COLORADO,COLORADO,1990,,267.0,,
1990_CONNECTICUT,CONNECTICUT,1990,,270.0,,
1990_DELAWARE,DELAWARE,1990,,261.0,,
1990_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,1990,,231.0,,
1990_DODEA,DODEA,1990,,,,
1990_FLORIDA,FLORIDA,1990,,255.0,,
1990_GEORGIA,GEORGIA,1990,,259.0,,
1990_HAWAII,HAWAII,1990,,251.0,,
1990_IDAHO,IDAHO,1990,,271.0,,
1990_ILLINOIS,ILLINOIS,1990,,261.0,,
1990_INDIANA,INDIANA,1990,,267.0,,
1990_IOWA,IOWA,1990,,278.0,,
1990_KANSAS,KANSAS,1990,,,,
1990_KENTUCKY,KENTUCKY,1990,,257.0,,
1990_LOUISIANA,LOUISIANA,1990,,246.0,,
1990_MAINE,MAINE,1990,,,,
1990_MARYLAND,MARYLAND,1990,,261.0,,
1990_MASSACHUSETTS,MASSACHUSETTS,1990,,,,
1990_MICHIGAN,MICHIGAN,1990,,264.0,,
1990_MINNESOTA,MINNESOTA,1990,,275.0,,
1990_MISSISSIPPI,MISSISSIPPI,1990,,,,
1990_MISSOURI,MISSOURI,1990,,,,
1990_MONTANA,MONTANA,1990,,280.0,,
1990_NATIONAL,NATIONAL,1990,213.0,263.0,,
1990_NEBRASKA,NEBRASKA,1990,,276.0,,
1990_NEVADA,NEVADA,1990,,,,
1990_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1990,,273.0,,
1990_NEW_JERSEY,NEW_JERSEY,1990,,270.0,,
1990_NEW_MEXICO,NEW_MEXICO,1990,,256.0,,
1990_NEW_YORK,NEW_YORK,1990,,261.0,,
1990_NORTH_CAROLINA,NORTH_CAROLINA,1990,,250.0,,
1990_NORTH_DAKOTA,NORTH_DAKOTA,1990,,281.0,,
1990_OHIO,OHIO,1990,,264.0,,
1990_OKLAHOMA,OKLAHOMA,1990,,263.0,,
1990_OREGON,OREGON,1990,,271.0,,
1990_PENNSYLVANIA,PENNSYLVANIA,1990,,266.0,,
1990_RHODE_ISLAND,RHODE_ISLAND,1990,,260.0,,
1990_SOUTH_CAROLINA,SOUTH_CAROLINA,1990,,,,
1990_SOUTH_DAKOTA,SOUTH_DAKOTA,1990,,,,
1990_TENNESSEE,TENNESSEE,1990,,,,
1990_TEXAS,TEXAS,1990,,258.0,,
1990_UTAH,UTAH,1990,,,,
1990_VERMONT,VERMONT,1990,,,,
1990_VIRGINIA,VIRGINIA,1990,,264.0,,
1990_WASHINGTON,WASHINGTON,1990,,,,
1990_WEST_VIRGINIA,WEST_VIRGINIA,1990,,256.0,,
1990_WISCONSIN,WISCONSIN,1990,,274.0,,
1990_WYOMING,WYOMING,1990,,272.0,,
1992_ALABAMA,ALABAMA,1992,208.0,252.0,207.0,
1992_ALASKA,ALASKA,1992,,,,
1992_ARIZONA,ARIZONA,1992,215.0,265.0,209.0,
1992_ARKANSAS,ARKANSAS,1992,210.0,256.0,211.0,
1992_CALIFORNIA,CALIFORNIA,1992,208.0,261.0,202.0,
1992_COLORADO,COLORADO,1992,221.0,272.0,217.0,
1992_CONNECTICUT,CONNECTICUT,1992,227.0,274.0,222.0,
1992_DELAWARE,DELAWARE,1992,218.0,263.0,213.0,
1992_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,1992,193.0,235.0,188.0,
1992_DODEA,DODEA,1992,,,,
1992_FLORIDA,FLORIDA,1992,214.0,260.0,208.0,
1992_GEORGIA,GEORGIA,1992,216.0,259.0,212.0,
1992_HAWAII,HAWAII,1992,214.0,257.0,203.0,
1992_IDAHO,IDAHO,1992,222.0,275.0,219.0,
1992_ILLINOIS,ILLINOIS,1992,,,,
1992_INDIANA,INDIANA,1992,221.0,270.0,221.0,
1992_IOWA,IOWA,1992,230.0,283.0,225.0,
1992_KANSAS,KANSAS,1992,,,,
1992_KENTUCKY,KENTUCKY,1992,215.0,262.0,213.0,
1992_LOUISIANA,LOUISIANA,1992,204.0,250.0,204.0,
1992_MAINE,MAINE,1992,232.0,279.0,227.0,
1992_MARYLAND,MARYLAND,1992,217.0,265.0,211.0,
1992_MASSACHUSETTS,MASSACHUSETTS,1992,227.0,273.0,226.0,
1992_MICHIGAN,MICHIGAN,1992,220.0,267.0,216.0,
1992_MINNESOTA,MINNESOTA,1992,228.0,282.0,221.0,
1992_MISSISSIPPI,MISSISSIPPI,1992,202.0,246.0,199.0,
1992_MISSOURI,MISSOURI,1992,222.0,271.0,220.0,
1992_MONTANA,MONTANA,1992,,,,
1992_NATIONAL,NATIONAL,1992,220.0,268.0,217.0,260.0
1992_NEBRASKA,NEBRASKA,1992,225.0,278.0,221.0,
1992_NEVADA,NEVADA,1992,,,,
1992_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1992,230.0,278.0,228.0,
1992_NEW_JERSEY,NEW_JERSEY,1992,227.0,272.0,223.0,
1992_NEW_MEXICO,NEW_MEXICO,1992,213.0,260.0,211.0,
1992_NEW_YORK,NEW_YORK,1992,218.0,266.0,215.0,
1992_NORTH_CAROLINA,NORTH_CAROLINA,1992,213.0,258.0,212.0,
1992_NORTH_DAKOTA,NORTH_DAKOTA,1992,229.0,283.0,226.0,
1992_OHIO,OHIO,1992,219.0,268.0,217.0,
1992_OKLAHOMA,OKLAHOMA,1992,220.0,268.0,220.0,
1992_OREGON,OREGON,1992,,,,
1992_PENNSYLVANIA,PENNSYLVANIA,1992,224.0,271.0,221.0,
1992_RHODE_ISLAND,RHODE_ISLAND,1992,215.0,266.0,217.0,
1992_SOUTH_CAROLINA,SOUTH_CAROLINA,1992,212.0,261.0,210.0,
1992_SOUTH_DAKOTA,SOUTH_DAKOTA,1992,,,,
1992_TENNESSEE,TENNESSEE,1992,211.0,259.0,212.0,
1992_TEXAS,TEXAS,1992,218.0,265.0,213.0,
1992_UTAH,UTAH,1992,224.0,274.0,220.0,
1992_VERMONT,VERMONT,1992,,,,
1992_VIRGINIA,VIRGINIA,1992,221.0,268.0,221.0,
1992_WASHINGTON,WASHINGTON,1992,,,,
1992_WEST_VIRGINIA,WEST_VIRGINIA,1992,215.0,259.0,216.0,
1992_WISCONSIN,WISCONSIN,1992,229.0,278.0,224.0,
1992_WYOMING,WYOMING,1992,225.0,275.0,223.0,
1994_ALABAMA,ALABAMA,1994,,,208.0,
1994_ALASKA,ALASKA,1994,,,,
1994_ARIZONA,ARIZONA,1994,,,206.0,
1994_ARKANSAS,ARKANSAS,1994,,,209.0,
1994_CALIFORNIA,CALIFORNIA,1994,,,197.0,
1994_COLORADO,COLORADO,1994,,,213.0,
1994_CONNECTICUT,CONNECTICUT,1994,,,222.0,
1994_DELAWARE,DELAWARE,1994,,,206.0,
1994_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,1994,,,179.0,
1994_DODEA,DODEA,1994,,,,
1994_FLORIDA,FLORIDA,1994,,,205.0,
1994_GEORGIA,GEORGIA,1994,,,207.0,
1994_HAWAII,HAWAII,1994,,,201.0,
1994_IDAHO,IDAHO,1994,,,,
1994_ILLINOIS,ILLINOIS,1994,,,,
1994_INDIANA,INDIANA,1994,,,220.0,
1994_IOWA,IOWA,1994,,,223.0,
1994_KANSAS,KANSAS,1994,,,,
1994_KENTUCKY,KENTUCKY,1994,,,212.0,
1994_LOUISIANA,LOUISIANA,1994,,,197.0,
1994_MAINE,MAINE,1994,,,228.0,
1994_MARYLAND,MARYLAND,1994,,,210.0,
1994_MASSACHUSETTS,MASSACHUSETTS,1994,,,223.0,
1994_MICHIGAN,MICHIGAN,1994,,,,
1994_MINNESOTA,MINNESOTA,1994,,,218.0,
1994_MISSISSIPPI,MISSISSIPPI,1994,,,202.0,
1994_MISSOURI,MISSOURI,1994,,,217.0,
1994_MONTANA,MONTANA,1994,,,222.0,
1994_NATIONAL,NATIONAL,1994,,,214.0,260.0
1994_NEBRASKA,NEBRASKA,1994,,,220.0,
1994_NEVADA,NEVADA,1994,,,,
1994_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1994,,,223.0,
1994_NEW_JERSEY,NEW_JERSEY,1994,,,219.0,
1994_NEW_MEXICO,NEW_MEXICO,1994,,,205.0,
1994_NEW_YORK,NEW_YORK,1994,,,212.0,
1994_NORTH_CAROLINA,NORTH_CAROLINA,1994,,,214.0,
1994_NORTH_DAKOTA,NORTH_DAKOTA,1994,,,225.0,
1994_OHIO,OHIO,1994,,,,
1994_OKLAHOMA,OKLAHOMA,1994,,,,
1994_OREGON,OREGON,1994,,,,
1994_PENNSYLVANIA,PENNSYLVANIA,1994,,,215.0,
1994_RHODE_ISLAND,RHODE_ISLAND,1994,,,220.0,
1994_SOUTH_CAROLINA,SOUTH_CAROLINA,1994,,,203.0,
1994_SOUTH_DAKOTA,SOUTH_DAKOTA,1994,,,,
1994_TENNESSEE,TENNESSEE,1994,,,213.0,
1994_TEXAS,TEXAS,1994,,,212.0,
1994_UTAH,UTAH,1994,,,217.0,
1994_VERMONT,VERMONT,1994,,,,
1994_VIRGINIA,VIRGINIA,1994,,,213.0,
1994_WASHINGTON,WASHINGTON,1994,,,213.0,
1994_WEST_VIRGINIA,WEST_VIRGINIA,1994,,,213.0,
1994_WISCONSIN,WISCONSIN,1994,,,224.0,
1994_WYOMING,WYOMING,1994,,,221.0,
1996_ALABAMA,ALABAMA,1996,,,,
1996_ALASKA,ALASKA,1996,,,,
1996_ARIZONA,ARIZONA,1996,,,,
1996_ARKANSAS,ARKANSAS,1996,,,,
1996_CALIFORNIA,CALIFORNIA,1996,,,,
1996_COLORADO,COLORADO,1996,,,,
1996_CONNECTICUT,CONNECTICUT,1996,,,,
1996_DELAWARE,DELAWARE,1996,,,,
1996_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,1996,,,,
1996_DODEA,DODEA,1996,,,,
1996_FLORIDA,FLORIDA,1996,,,,
1996_GEORGIA,GEORGIA,1996,,,,
1996_HAWAII,HAWAII,1996,,,,
1996_IDAHO,IDAHO,1996,,,,
1996_ILLINOIS,ILLINOIS,1996,,,,
1996_INDIANA,INDIANA,1996,,,,
1996_IOWA,IOWA,1996,,,,
1996_KANSAS,KANSAS,1996,,,,
1996_KENTUCKY,KENTUCKY,1996,,,,
1996_LOUISIANA,LOUISIANA,1996,,,,
1996_MAINE,MAINE,1996,,,,
1996_MARYLAND,MARYLAND,1996,,,,
1996_MASSACHUSETTS,MASSACHUSETTS,1996,,,,
1996_MICHIGAN,MICHIGAN,1996,,,,
1996_MINNESOTA,MINNESOTA,1996,,,,
1996_MISSISSIPPI,MISSISSIPPI,1996,,,,
1996_MISSOURI,MISSOURI,1996,,,,
1996_MONTANA,MONTANA,1996,,,,
1996_NATIONAL,NATIONAL,1996,224.0,270.0,,
1996_NEBRASKA,NEBRASKA,1996,,,,
1996_NEVADA,NEVADA,1996,,,,
1996_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1996,,,,
1996_NEW_JERSEY,NEW_JERSEY,1996,,,,
1996_NEW_MEXICO,NEW_MEXICO,1996,,,,
1996_NEW_YORK,NEW_YORK,1996,,,,
1996_NORTH_CAROLINA,NORTH_CAROLINA,1996,,,,
1996_NORTH_DAKOTA,NORTH_DAKOTA,1996,,,,
1996_OHIO,OHIO,1996,,,,
1996_OKLAHOMA,OKLAHOMA,1996,,,,
1996_OREGON,OREGON,1996,,,,
1996_PENNSYLVANIA,PENNSYLVANIA,1996,,,,
1996_RHODE_ISLAND,RHODE_ISLAND,1996,,,,
1996_SOUTH_CAROLINA,SOUTH_CAROLINA,1996,,,,
1996_SOUTH_DAKOTA,SOUTH_DAKOTA,1996,,,,
1996_TENNESSEE,TENNESSEE,1996,,,,
1996_TEXAS,TEXAS,1996,,,,
1996_UTAH,UTAH,1996,,,,
1996_VERMONT,VERMONT,1996,,,,
1996_VIRGINIA,VIRGINIA,1996,,,,
1996_WASHINGTON,WASHINGTON,1996,,,,
1996_WEST_VIRGINIA,WEST_VIRGINIA,1996,,,,
1996_WISCONSIN,WISCONSIN,1996,,,,
1996_WYOMING,WYOMING,1996,,,,
1998_ALABAMA,ALABAMA,1998,,,211.0,255.0
1998_ALASKA,ALASKA,1998,,,,
1998_ARIZONA,ARIZONA,1998,,,206.0,260.0
1998_ARKANSAS,ARKANSAS,1998,,,209.0,256.0
1998_CALIFORNIA,CALIFORNIA,1998,,,202.0,252.0
1998_COLORADO,COLORADO,1998,,,220.0,264.0
1998_CONNECTICUT,CONNECTICUT,1998,,,230.0,270.0
1998_DELAWARE,DELAWARE,1998,,,207.0,254.0
1998_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,1998,,,179.0,236.0
1998_DODEA,DODEA,1998,,,220.0,269.0
1998_FLORIDA,FLORIDA,1998,,,206.0,255.0
1998_GEORGIA,GEORGIA,1998,,,209.0,257.0
1998_HAWAII,HAWAII,1998,,,200.0,249.0
1998_IDAHO,IDAHO,1998,,,,
1998_ILLINOIS,ILLINOIS,1998,,,,
1998_INDIANA,INDIANA,1998,,,,
1998_IOWA,IOWA,1998,,,220.0,
1998_KANSAS,KANSAS,1998,,,221.0,268.0
1998_KENTUCKY,KENTUCKY,1998,,,218.0,262.0
1998_LOUISIANA,LOUISIANA,1998,,,200.0,252.0
1998_MAINE,MAINE,1998,,,225.0,271.0
1998_MARYLAND,MARYLAND,1998,,,212.0,261.0
1998_MASSACHUSETTS,MASSACHUSETTS,1998,,,223.0,269.0
1998_MICHIGAN,MICHIGAN,1998,,,216.0,
1998_MINNESOTA,MINNESOTA,1998,,,219.0,265.0
1998_MISSISSIPPI,MISSISSIPPI,1998,,,203.0,251.0
1998_MISSOURI,MISSOURI,1998,,,216.0,262.0
1998_MONTANA,MONTANA,1998,,,225.0,271.0
1998_NATIONAL,NATIONAL,1998,,,215.0,263.0
1998_NEBRASKA,NEBRASKA,1998,,,,
1998_NEVADA,NEVADA,1998,,,206.0,258.0
1998_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1998,,,226.0,
1998_NEW_JERSEY,NEW_JERSEY,1998,,,,
1998_NEW_MEXICO,NEW_MEXICO,1998,,,205.0,258.0
1998_NEW_YORK,NEW_YORK,1998,,,215.0,265.0
1998_NORTH_CAROLINA,NORTH_CAROLINA,1998,,,213.0,262.0
1998_NORTH_DAKOTA,NORTH_DAKOTA,1998,,,,
1998_OHIO,OHIO,1998,,,,
1998_OKLAHOMA,OKLAHOMA,1998,,,219.0,265.0
1998_OREGON,OREGON,1998,,,212.0,266.0
1998_PENNSYLVANIA,PENNSYLVANIA,1998,,,,
1998_RHODE_ISLAND,RHODE_ISLAND,1998,,,218.0,264.0
1998_SOUTH_CAROLINA,SOUTH_CAROLINA,1998,,,209.0,255.0
1998_SOUTH_DAKOTA,SOUTH_DAKOTA,1998,,,,
1998_TENNESSEE,TENNESSEE,1998,,,212.0,258.0
1998_TEXAS,TEXAS,1998,,,214.0,261.0
1998_UTAH,UTAH,1998,,,216.0,263.0
1998_VERMONT,VERMONT,1998,,,,
1998_VIRGINIA,VIRGINIA,1998,,,217.0,266.0
1998_WASHINGTON,WASHINGTON,1998,,,218.0,264.0
1998_WEST_VIRGINIA,WEST_VIRGINIA,1998,,,216.0,262.0
1998_WISCONSIN,WISCONSIN,1998,,,222.0,265.0
1998_WYOMING,WYOMING,1998,,,218.0,263.0
2000_ALABAMA,ALABAMA,2000,217.0,264.0,,
2000_ALASKA,ALASKA,2000,,,,
2000_ARIZONA,ARIZONA,2000,219.0,269.0,,
2000_ARKANSAS,ARKANSAS,2000,216.0,257.0,,
2000_CALIFORNIA,CALIFORNIA,2000,213.0,260.0,,
2000_COLORADO,COLORADO,2000,,,,
2000_CONNECTICUT,CONNECTICUT,2000,234.0,281.0,,
2000_DELAWARE,DELAWARE,2000,,,,
2000_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2000,192.0,235.0,,
2000_DODEA,DODEA,2000,227.0,277.0,,
2000_FLORIDA,FLORIDA,2000,,,,
2000_GEORGIA,GEORGIA,2000,219.0,265.0,,
2000_HAWAII,HAWAII,2000,216.0,262.0,,
2000_IDAHO,IDAHO,2000,224.0,277.0,,
2000_ILLINOIS,ILLINOIS,2000,223.0,275.0,,
2000_INDIANA,INDIANA,2000,233.0,281.0,,
2000_IOWA,IOWA,2000,231.0,,,
2000_KANSAS,KANSAS,2000,232.0,283.0,,
2000_KENTUCKY,KENTUCKY,2000,219.0,270.0,,
2000_LOUISIANA,LOUISIANA,2000,218.0,259.0,,
2000_MAINE,MAINE,2000,230.0,281.0,,
2000_MARYLAND,MARYLAND,2000,222.0,272.0,,
2000_MASSACHUSETTS,MASSACHUSETTS,2000,233.0,279.0,,
2000_MICHIGAN,MICHIGAN,2000,229.0,277.0,,
2000_MINNESOTA,MINNESOTA,2000,234.0,287.0,,
2000_MISSISSIPPI,MISSISSIPPI,2000,211.0,254.0,,
2000_MISSOURI,MISSOURI,2000,228.0,271.0,,
2000_MONTANA,MONTANA,2000,228.0,285.0,,
2000_NATIONAL,NATIONAL,2000,226.0,273.0,213.0,
2000_NEBRASKA,NEBRASKA,2000,225.0,280.0,,
2000_NEVADA,NEVADA,2000,220.0,265.0,,
2000_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2000,,,,
2000_NEW_JERSEY,NEW_JERSEY,2000,,,,
2000_NEW_MEXICO,NEW_MEXICO,2000,213.0,259.0,,
2000_NEW_YORK,NEW_YORK,2000,225.0,271.0,,
2000_NORTH_CAROLINA,NORTH_CAROLINA,2000,230.0,276.0,,
2000_NORTH_DAKOTA,NORTH_DAKOTA,2000,230.0,282.0,,
2000_OHIO,OHIO,2000,230.0,281.0,,
2000_OKLAHOMA,OKLAHOMA,2000,224.0,270.0,,
2000_OREGON,OREGON,2000,224.0,280.0,,
2000_PENNSYLVANIA,PENNSYLVANIA,2000,,,,
2000_RHODE_ISLAND,RHODE_ISLAND,2000,224.0,269.0,,
2000_SOUTH_CAROLINA,SOUTH_CAROLINA,2000,220.0,265.0,,
2000_SOUTH_DAKOTA,SOUTH_DAKOTA,2000,,,,
2000_TENNESSEE,TENNESSEE,2000,220.0,262.0,,
2000_TEXAS,TEXAS,2000,231.0,273.0,,
2000_UTAH,UTAH,2000,227.0,274.0,,
2000_VERMONT,VERMONT,2000,232.0,281.0,,
2000_VIRGINIA,VIRGINIA,2000,230.0,275.0,,
2000_WASHINGTON,WASHINGTON,2000,,,,
2000_WEST_VIRGINIA,WEST_VIRGINIA,2000,223.0,266.0,,
2000_WISCONSIN,WISCONSIN,2000,,,,
2000_WYOMING,WYOMING,2000,229.0,276.0,,
2002_ALABAMA,ALABAMA,2002,,,207.0,253.0
2002_ALASKA,ALASKA,2002,,,,
2002_ARIZONA,ARIZONA,2002,,,205.0,257.0
2002_ARKANSAS,ARKANSAS,2002,,,213.0,260.0
2002_CALIFORNIA,CALIFORNIA,2002,,,206.0,250.0
2002_COLORADO,COLORADO,2002,,,,
2002_CONNECTICUT,CONNECTICUT,2002,,,229.0,267.0
2002_DELAWARE,DELAWARE,2002,,,224.0,267.0
2002_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2002,,,191.0,240.0
2002_DODEA,DODEA,2002,,,224.0,273.0
2002_FLORIDA,FLORIDA,2002,,,214.0,261.0
2002_GEORGIA,GEORGIA,2002,,,215.0,258.0
2002_HAWAII,HAWAII,2002,,,208.0,252.0
2002_IDAHO,IDAHO,2002,,,220.0,266.0
2002_ILLINOIS,ILLINOIS,2002,,,,
2002_INDIANA,INDIANA,2002,,,222.0,265.0
2002_IOWA,IOWA,2002,,,223.0,
2002_KANSAS,KANSAS,2002,,,222.0,269.0
2002_KENTUCKY,KENTUCKY,2002,,,219.0,265.0
2002_LOUISIANA,LOUISIANA,2002,,,207.0,256.0
